abilities;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;base_egg_steps;base_happiness;base_total;capture_rate;defense;experience_growth;height_m;hp;name;percentage_male;pokedex_number;sp_attack;sp_defense;speed;type1;type2;weight_kg;generation;is_legendary
['Torrent', 'Protean', 'Battle Bond'];2;5;1;2;2;2;5;1;5;2;1;5;1;1;0;1;5;5;145;5120;70;640;45;67;1059860;15;72;Greninja;881;658;153;71;132;water;dark;400;6;0
['Pickup', 'Cheek Pouch', 'Huge Power'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;36;3840;70;237;255;38;1000000;4;38;Bunnelby;50;659;32;36;57;normal;;50;6;0
['Pickup', 'Cheek Pouch', 'Huge Power'];1;1;1;0;1;2;1;1;0;2;1;2;1;5;1;5;1;2;56;3840;70;423;127;77;1000000;10;85;Diggersby;50;660;50;77;78;normal;ground;424;6;0
['Big Pecks', 'Gale Wings'];5;1;1;2;1;1;1;1;0;5;0;2;1;1;1;2;1;1;50;3840;70;278;255;43;1059860;3;45;Fletchling;50;661;40;38;62;normal;flying;17;6;0
['Flame Body', 'Gale Wings'];25;1;1;2;5;5;5;1;1;25;0;1;1;1;1;4;5;2;73;3840;70;382;120;55;1059860;7;62;Fletchinder;50;662;56;52;84;fire;flying;160;6;0
['Flame Body', 'Gale Wings'];25;1;1;2;5;5;5;1;1;25;0;1;1;1;1;4;5;2;81;3840;70;499;45;71;1059860;12;78;Talonflame;50;663;74;69;126;fire;flying;245;6;0
['Shield Dust', 'Compoundeyes', 'Friend Guard'];1;1;1;1;1;5;2;2;1;5;5;1;1;1;1;2;1;1;35;3840;70;200;255;40;1000000;3;38;Scatterbug;50;664;27;25;35;bug;;25;6;0
['Shed Skin', 'Friend Guard'];1;1;1;1;1;5;2;2;1;5;5;1;1;1;1;2;1;1;22;3840;70;213;120;60;1000000;3;45;Spewpa;50;665;27;30;29;bug;;84;6;0
['Shield Dust', 'Compoundeyes', 'Friend Guard'];5;1;1;2;1;25;2;2;1;25;0;2;1;1;1;4;1;1;52;3840;70;411;45;50;1000000;12;80;Vivillon;50;666;90;50;89;bug;flying;170;6;0
['Rivalry', 'Unnerve', 'Moxie'];5;1;1;1;5;2;5;1;0;5;2;5;1;1;1;2;5;2;50;5120;70;369;220;58;1059860;6;62;Litleo;112;667;73;54;72;fire;normal;135;6;0
['Rivalry', 'Unnerve', 'Moxie'];5;1;1;1;5;2;5;1;0;5;2;5;1;1;1;2;5;2;68;5120;70;507;65;72;1059860;15;86;Pyroar;112;668;109;66;106;fire;normal;815;6;0
['Flower Veil', 'Symbiosis'];5;5;0;1;1;5;1;1;1;1;1;1;1;2;1;1;2;1;38;5120;70;303;225;39;1000000;1;44;FlabÌ©bÌ©;0;669;61;79;42;fairy;;1;6;0
['Flower Veil', 'Symbiosis'];5;5;0;1;1;5;1;1;1;1;1;1;1;2;1;1;2;1;65;5120;70;551;120;67;1000000;2;74;Floette;0;670;125;128;92;fairy;;9;6;0
['Flower Veil', 'Symbiosis'];5;5;0;1;1;5;1;1;1;1;1;1;1;2;1;1;2;1;65;5120;70;552;45;68;1000000;11;78;Florges;0;671;112;154;75;fairy;;100;6;0
['Sap Sipper', 'Grass Pelt'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;65;5120;70;350;200;48;1000000;9;66;Skiddo;50;672;62;57;52;grass;;310;6;0
['Sap Sipper', 'Grass Pelt'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;100;5120;70;531;45;62;1000000;17;123;Gogoat;50;673;97;81;68;grass;;910;6;0
['Iron Fist', 'Mold Breaker', 'Scrappy'];5;5;1;1;2;1;1;2;1;1;1;1;1;1;2;5;1;1;82;6400;70;348;220;62;1000000;6;67;Pancham;50;674;46;48;43;fighting;;80;6;0
['Iron Fist', 'Mold Breaker', 'Scrappy'];1;25;1;1;4;2;1;2;5;1;1;1;1;1;0;5;1;1;124;6400;70;495;65;78;1000000;21;95;Pangoro;50;675;69;71;58;fighting;dark;1360;6;0
['Fur Coat'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;80;5120;70;472;160;60;1000000;12;75;Furfrou;50;676;65;90;102;normal;;280;6;0
['Keen Eye', 'Infiltrator', 'Own Tempo'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;48;5120;70;355;190;54;1000000;3;62;Espurr;50;677;63;60;68;psychic;;35;6;0
['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;48;5120;70;466;75;76;1000000;6;74;Meowstic;50;678;83;81;104;psychic;;85;6;0
['No Guard'];25;2;5;1;5;0;2;5;2;5;2;5;0;0;5;5;5;1;80;5120;70;325;180;100;1000000;8;45;Honedge;50;679;35;37;28;steel;ghost;20;6;0
['No Guard'];25;2;5;1;5;0;2;5;2;5;2;5;0;0;5;5;5;1;110;5120;70;448;90;150;1000000;8;59;Doublade;50;680;45;49;35;steel;ghost;45;6;0
['Stance Change'];25;2;5;1;5;0;2;5;2;5;2;5;0;0;5;5;5;1;150;5120;70;520;45;50;1000000;17;60;Aegislash;50;681;150;50;60;steel;ghost;530;6;0
['Healer', 'Aroma Veil'];5;5;0;1;1;5;1;1;1;1;1;1;1;2;1;1;2;1;52;5120;70;341;200;60;1000000;2;78;Spritzee;50;682;63;65;23;fairy;;5;6;0
['Healer', 'Aroma Veil'];5;5;0;1;1;5;1;1;1;1;1;1;1;2;1;1;2;1;72;5120;70;462;140;72;1000000;8;101;Aromatisse;50;683;99;89;29;fairy;;155;6;0
['Sweet Veil', 'Unburden'];5;5;0;1;1;5;1;1;1;1;1;1;1;2;1;1;2;1;48;5120;70;341;200;66;1000000;4;62;Swirlix;50;684;59;57;49;fairy;;35;6;0
['Sweet Veil', 'Unburden'];5;5;0;1;1;5;1;1;1;1;1;1;1;2;1;1;2;1;80;5120;70;480;140;86;1000000;8;82;Slurpuff;50;685;85;75;72;fairy;;50;6;0
['Contrary', 'Suction Cups', 'Infiltrator'];4;1;1;1;2;1;1;1;1;1;1;1;1;1;0;1;1;1;54;5120;70;288;190;53;1000000;4;53;Inkay;50;686;37;46;45;dark;psychic;35;6;0
['Contrary', 'Suction Cups', 'Infiltrator'];4;1;1;1;2;1;1;1;1;1;1;1;1;1;0;1;1;1;92;5120;70;482;80;88;1000000;15;86;Malamar;50;687;68;75;73;dark;psychic;470;6;0
['Tough Claws', 'Sniper', 'Pickpocket'];1;1;1;2;1;2;25;5;1;4;2;5;5;5;1;1;1;1;52;5120;70;306;120;67;1000000;5;42;Binacle;50;688;39;56;50;rock;water;310;6;0
['Tough Claws', 'Sniper', 'Pickpocket'];1;1;1;2;1;2;25;5;1;4;2;5;5;5;1;1;1;1;105;5120;70;500;45;115;1000000;13;72;Barbaracle;50;689;54;86;68;rock;water;960;6;0
['Poison Point', 'Poison Touch', 'Adaptability'];5;1;1;2;5;5;5;1;1;1;2;5;1;5;2;1;5;5;60;5120;70;320;225;60;1000000;5;50;Skrelp;50;690;60;60;30;poison;water;73;6;0
['Poison Point', 'Poison Touch', 'Adaptability'];5;1;2;5;1;5;5;1;1;25;2;2;1;5;2;1;1;5;75;5120;70;494;55;90;1000000;18;65;Dragalge;50;691;97;123;44;poison;dragon;815;6;0
['Mega Launcher'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;53;3840;70;330;225;62;1250000;5;50;Clauncher;50;692;58;63;44;water;;83;6;0
['Mega Launcher'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;73;3840;70;500;55;88;1250000;13;71;Clawitzer;50;693;120;89;59;water;;353;6;0
['Dry Skin', 'Sand Veil', 'Solar Power'];1;1;1;5;1;2;1;5;0;1;2;1;1;1;1;1;5;1;38;5120;70;289;190;33;1000000;5;44;Helioptile;50;694;61;43;70;electric;normal;60;6;0
['Dry Skin', 'Sand Veil', 'Solar Power'];1;1;1;5;1;2;1;5;0;1;2;1;1;1;1;1;5;1;55;5120;70;481;75;52;1000000;10;62;Heliolisk;50;695;109;94;109;electric;normal;210;6;0
['Strong Jaw', 'Sturdy'];1;1;2;5;2;2;25;5;1;1;2;2;5;5;1;1;2;1;89;7680;70;362;45;77;1000000;8;58;Tyrunt;881;696;45;45;48;rock;dragon;260;6;0
['Strong Jaw', 'Rock Head'];1;1;2;5;2;2;25;5;1;1;2;2;5;5;1;1;2;1;121;7680;70;521;45;119;1000000;25;82;Tyrantrum;881;697;69;59;71;rock;dragon;2700;6;0
['Refrigerate', 'Snow Warning'];1;1;1;1;1;4;1;5;1;2;2;5;5;5;1;2;4;2;59;7680;70;362;45;50;1000000;13;77;Amaura;881;698;67;63;46;rock;ice;252;6;0
['Refrigerate', 'Snow Warning'];1;1;1;1;1;4;1;5;1;2;2;5;5;5;1;2;4;2;77;7680;70;521;45;72;1000000;27;123;Aurorus;881;699;99;92;58;rock;ice;2250;6;0
['Cute Charm', 'Pixilate'];5;5;0;1;1;5;1;1;1;1;1;1;1;2;1;1;2;1;65;8960;70;525;45;65;1000000;10;95;Sylveon;881;700;110;130;60;fairy;;235;6;0
['Limber', 'Unburden', 'Mold Breaker'];25;5;1;2;2;5;1;2;1;5;0;2;1;1;2;1;1;1;92;5120;70;500;100;75;1000000;8;78;Hawlucha;50;701;74;63;118;fighting;flying;215;6;0
['Cheek Pouch', 'Pickup', 'Plus'];5;5;0;5;1;5;1;5;1;1;2;1;1;2;1;1;1;1;58;5120;70;431;180;57;1000000;2;67;Dedenne;50;702;81;67;101;electric;fairy;22;6;0
['Clear Body', 'Sturdy'];5;5;0;1;1;1;5;5;1;2;2;1;5;1;1;1;4;2;50;6400;70;500;60;150;1250000;3;50;Carbink;;703;50;150;50;rock;fairy;57;6;0
['Sap Sipper', 'Hydration', 'Gooey'];1;1;2;5;2;1;5;1;1;5;1;2;1;1;1;1;1;5;50;10240;35;300;45;35;1250000;3;45;Goomy;50;704;55;75;40;dragon;;28;6;0
['Sap Sipper', 'Hydration', 'Gooey'];1;1;2;5;2;1;5;1;1;5;1;2;1;1;1;1;1;5;75;10240;35;452;45;53;1250000;8;68;Sliggoo;50;705;83;113;60;dragon;;175;6;0
['Sap Sipper', 'Hydration', 'Gooey'];1;1;2;5;2;1;5;1;1;5;1;2;1;1;1;1;1;5;100;10240;35;600;45;70;1250000;20;90;Goodra;50;706;110;150;80;dragon;;1505;6;0
['Prankster', 'Magician'];25;5;0;1;5;1;2;5;1;5;2;5;5;0;5;5;1;1;80;5120;70;470;75;91;800000;2;57;Klefki;50;707;80;87;75;steel;fairy;30;6;0
['Natural Cure', 'Frisk', 'Harvest'];1;2;1;5;1;0;2;2;2;5;5;2;0;1;1;1;1;5;70;5120;70;309;120;48;1000000;4;43;Phantump;50;708;50;60;38;ghost;grass;70;6;0
['Natural Cure', 'Frisk', 'Harvest'];1;2;1;5;1;0;2;2;2;5;5;2;0;1;1;1;1;5;110;5120;70;474;60;76;1000000;15;85;Trevenant;50;709;65;82;56;ghost;grass;710;6;0
['Pickup', 'Frisk', 'Insomnia'];1;2;1;5;1;0;2;2;2;5;5;2;0;1;1;1;1;5;66;5120;70;335;120;70;1000000;8;59;Pumpkaboo;50;710;44;55;41;ghost;grass;150;6;0
['Pickup', 'Frisk', 'Insomnia'];1;2;1;5;1;0;2;2;2;5;5;2;0;1;1;1;1;5;100;5120;70;494;60;122;1000000;17;85;Gourgeist;50;711;58;75;54;ghost;grass;390;6;0
['Own Tempo', 'Ice Body', 'Sturdy'];1;1;1;1;1;2;2;1;1;1;1;5;1;1;1;2;2;1;69;5120;70;304;190;85;1000000;10;55;Bergmite;50;712;32;35;28;ice;;995;6;0
['Own Tempo', 'Ice Body', 'Sturdy'];1;1;1;1;1;2;2;1;1;1;1;5;1;1;1;2;2;1;117;5120;70;514;55;184;1000000;20;95;Avalugg;50;713;44;46;28;ice;;5050;6;0
['Frisk', 'Infiltrator', 'Telepathy'];5;1;2;1;2;5;5;1;1;25;0;4;1;1;1;2;1;5;30;5120;70;245;190;35;1000000;5;40;Noibat;50;714;45;40;55;flying;dragon;80;6;0
['Frisk', 'Infiltrator', 'Telepathy'];5;1;2;1;2;5;5;1;1;25;0;4;1;1;1;2;1;5;70;5120;70;535;45;80;1000000;15;85;Noivern;50;715;97;80;123;flying;dragon;850;6;0
['Fairy Aura'];5;5;0;1;1;5;1;1;1;1;1;1;1;2;1;1;2;1;131;30720;0;680;45;95;1250000;30;126;Xerneas;;716;131;98;99;fairy;;2150;6;1
['Dark Aura'];1;5;1;2;2;1;1;1;5;5;0;2;1;1;0;2;1;1;131;30720;0;680;45;95;1250000;58;126;Yveltal;;717;131;98;99;dark;flying;2030;6;1
['Aura Break', 'Power Construct'];1;1;2;0;2;1;5;1;1;1;1;4;1;5;1;5;1;1;100;30720;0;708;3;121;1250000;50;216;Zygarde;;718;91;95;85;dragon;ground;2846;6;1
['Clear Body'];5;5;0;1;1;1;5;5;1;2;2;1;5;1;1;1;4;2;160;6400;70;700;3;110;1250000;7;50;Diancie;;719;160;110;110;rock;fairy;88;6;1
['Magician'];1;4;1;1;1;0;1;1;4;1;1;1;0;5;5;1;1;1;160;30720;100;680;3;60;1250000;;80;Hoopa;;720;170;130;80;psychic;ghost;;6;1
['Water Absorb'];5;1;1;2;5;1;25;1;1;1;2;25;1;1;1;2;25;1;110;30720;100;600;3;120;1250000;17;80;Volcanion;;721;130;90;70;fire;water;1950;6;1
['Overgrow', 'Long Reach'];1;1;1;1;1;5;2;2;1;25;0;4;1;2;1;2;1;5;55;3840;70;320;45;55;1059860;3;68;Rowlet;881;722;50;50;42;grass;flying;15;7;0
['Overgrow', 'Long Reach'];1;1;1;1;1;5;2;2;1;25;0;4;1;2;1;2;1;5;75;3840;70;420;45;75;1059860;7;78;Dartrix;881;723;70;70;52;grass;flying;160;7;0
['Overgrow', 'Long Reach'];1;2;1;5;1;0;2;2;2;5;5;2;0;1;1;1;1;5;107;3840;70;530;45;75;1059860;16;78;Decidueye;881;724;100;100;70;grass;ghost;366;7;0
['Blaze', 'Intimidate'];5;1;1;1;5;1;5;1;1;5;2;5;1;1;1;2;5;2;65;3840;70;320;45;40;1059860;4;45;Litten;881;725;60;40;70;fire;;43;7;0
['Blaze', 'Intimidate'];5;1;1;1;5;1;5;1;1;5;2;5;1;1;1;2;5;2;85;3840;70;420;45;50;1059860;7;65;Torracat;881;726;80;50;90;fire;;250;7;0
['Blaze', 'Intimidate'];1;5;1;1;1;2;5;1;5;5;2;5;1;1;0;2;5;2;115;3840;70;530;45;90;1059860;18;95;Incineroar;881;727;80;90;60;fire;dark;830;7;0
['Torrent', 'Liquid Voice'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;54;3840;70;320;45;54;1059860;4;50;Popplio;881;728;66;56;40;water;;75;7;0
['Torrent', 'Liquid Voice'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;69;3840;70;420;45;69;1059860;6;60;Brionne;881;729;91;81;50;water;;175;7;0
['Torrent', 'Liquid Voice'];5;5;0;2;1;5;5;1;1;2;1;5;1;2;1;1;1;5;74;3840;70;530;45;74;1059860;18;80;Primarina;881;730;126;116;60;water;fairy;440;7;0
['Keen Eye', 'Skill Link', 'Pickup'];5;1;1;2;1;1;1;1;0;5;0;2;1;1;1;2;1;1;75;3840;70;265;255;30;1000000;3;35;Pikipek;50;731;30;30;65;normal;flying;12;7;0
['Keen Eye', 'Skill Link', 'Pickup'];5;1;1;2;1;1;1;1;0;5;0;2;1;1;1;2;1;1;85;3840;70;355;120;50;1000000;6;55;Trumbeak;50;732;40;50;75;normal;flying;148;7;0
['Keen Eye', 'Skill Link', 'Sheer Force'];5;1;1;2;1;1;1;1;0;5;0;2;1;1;1;2;1;1;120;3840;70;485;45;75;1000000;11;80;Toucannon;50;733;75;75;60;normal;flying;260;7;0
['Stakeout', 'Strong Jaw', 'Adaptability'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;70;3840;70;253;255;30;1000000;4;48;Yungoos;50;734;30;30;45;normal;;60;7;0
['Stakeout', 'Strong Jaw', 'Adaptability'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;110;3840;70;418;127;60;1000000;7;88;Gumshoos;50;735;55;60;45;normal;;142;7;0
['Swarm'];1;1;1;1;1;5;2;2;1;5;5;1;1;1;1;2;1;1;62;3840;70;300;255;45;1000000;4;47;Grubbin;50;736;55;45;46;bug;;44;7;0
['Battery'];1;1;1;5;1;5;2;1;1;5;1;1;1;1;1;2;5;1;82;3840;70;400;120;95;1000000;5;57;Charjabug;50;737;55;75;36;bug;electric;105;7;0
['Levitate'];1;1;1;5;1;5;2;1;1;5;1;1;1;1;1;2;5;1;70;3840;70;500;45;90;1000000;15;77;Vikavolt;50;738;145;75;43;bug;electric;450;7;0
['Hyper Cutter', 'Iron Fist', 'Anger Point'];5;5;1;1;2;1;1;2;1;1;1;1;1;1;2;5;1;1;82;5120;70;338;225;57;1000000;6;47;Crabrawler;50;739;42;47;63;fighting;;70;7;0
['Hyper Cutter', 'Iron Fist', 'Anger Point'];5;5;1;1;2;2;2;2;1;1;1;5;1;1;2;1;2;1;132;5120;70;478;60;77;1000000;17;97;Crabominable;50;740;62;67;43;fighting;ice;1800;7;0
['Dancer'];25;1;1;2;5;5;5;1;1;25;0;1;1;1;1;4;5;2;70;5120;70;476;45;70;1000000;6;75;Oricorio;246;741;98;70;93;fire;flying;34;7;0
['Honey Gather', 'Shield Dust', 'Sweet Veil'];5;5;0;1;1;25;2;2;1;5;5;1;1;2;1;2;2;1;45;5120;70;304;190;40;1000000;1;40;Cutiefly;50;742;55;40;84;bug;fairy;2;7;0
['Honey Gather', 'Shield Dust', 'Sweet Veil'];5;5;0;1;1;25;2;2;1;5;5;1;1;2;1;2;2;1;55;5120;70;464;75;60;1000000;2;60;Ribombee;50;743;95;70;124;bug;fairy;5;7;0
['Keen Eye', 'Vital Spirit', 'Steadfast'];1;1;1;1;1;2;5;5;1;2;2;1;5;5;1;1;2;2;65;3840;70;280;190;40;1000000;5;45;Rockruff;50;744;30;40;60;rock;;92;7;0
['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard'];1;1;1;1;1;2;5;5;1;2;2;1;5;5;1;1;2;2;115;3840;70;487;90;75;1000000;;85;Lycanroc;50;745;55;75;82;rock;;;7;0
['Schooling'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;140;3840;70;620;60;130;800000;2;45;Wishiwashi;50;746;140;135;30;water;;3;7;0
['Merciless', 'Limber', 'Regenerator'];5;1;1;2;5;5;5;1;1;1;2;5;1;5;2;1;5;5;53;5120;70;305;190;62;1000000;4;50;Mareanie;50;747;43;52;45;poison;water;80;7;0
['Merciless', 'Limber', 'Regenerator'];5;1;1;2;5;5;5;1;1;1;2;5;1;5;2;1;5;5;63;5120;70;495;75;152;1000000;7;50;Toxapex;50;748;53;142;35;poison;water;145;7;0
['Own Tempo', 'Stamina', 'Inner Focus'];1;1;1;0;1;1;1;1;1;2;1;2;1;5;1;5;1;2;100;5120;70;385;190;70;1000000;10;70;Mudbray;50;749;45;55;45;ground;;1100;7;0
['Own Tempo', 'Stamina', 'Inner Focus'];1;1;1;0;1;1;1;1;1;2;1;2;1;5;1;5;1;2;125;5120;70;500;60;100;1000000;25;100;Mudsdale;50;750;55;85;35;ground;;9200;7;0
['Water Bubble', 'Water Absorb'];1;1;1;2;1;5;1;2;1;1;5;5;1;1;1;2;5;5;40;3840;70;269;200;52;1000000;3;38;Dewpider;50;751;40;72;27;water;bug;40;7;0
['Water Bubble', 'Water Absorb'];1;1;1;2;1;5;1;2;1;1;5;5;1;1;1;2;5;5;70;3840;70;454;100;92;1000000;18;68;Araquanid;50;752;50;132;42;water;bug;820;7;0
['Leaf Guard', 'Contrary'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;55;5120;70;250;190;35;1000000;3;40;Fomantis;50;753;50;35;35;grass;;15;7;0
['Leaf Guard', 'Contrary'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;105;5120;70;480;75;90;1000000;9;70;Lurantis;50;754;80;90;45;grass;;185;7;0
['Illuminate', 'Effect Spore', 'Rain Dish'];1;5;0;5;1;5;2;2;1;5;5;2;1;4;1;1;2;5;35;5120;70;285;190;55;1000000;2;40;Morelull;50;755;65;75;15;grass;fairy;15;7;0
['Illuminate', 'Effect Spore', 'Rain Dish'];1;5;0;5;1;5;2;2;1;5;5;2;1;4;1;1;2;5;45;5120;70;405;75;80;1000000;10;60;Shiinotic;50;756;90;100;30;grass;fairy;115;7;0
['Corrosion', 'Oblivious'];25;1;1;1;25;5;5;1;1;25;4;5;1;5;2;2;5;2;44;5120;70;320;120;40;1000000;6;48;Salandit;881;757;71;40;77;poison;fire;48;7;0
['Corrosion', 'Oblivious'];25;1;1;1;25;5;5;1;1;25;4;5;1;5;2;2;5;2;64;5120;70;480;45;60;1000000;12;68;Salazzle;0;758;111;60;117;poison;fire;222;7;0
['Fluffy', 'Klutz', 'Cute Charm'];5;5;1;1;2;2;1;2;0;1;1;1;1;1;2;5;1;1;75;3840;70;340;140;50;1000000;5;70;Stufful;50;759;45;50;50;normal;fighting;68;7;0
['Fluffy', 'Klutz', 'Unnerve'];5;5;1;1;2;2;1;2;0;1;1;1;1;1;2;5;1;1;125;3840;70;500;70;80;1000000;21;120;Bewear;50;760;55;60;60;normal;fighting;1350;7;0
['Leaf Guard', 'Oblivious', 'Sweet Veil'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;30;5120;70;210;235;38;1059860;3;42;Bounsweet;0;761;30;38;32;grass;;32;7;0
['Leaf Guard', 'Oblivious', 'Sweet Veil'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;40;5120;70;290;120;48;1059860;7;52;Steenee;0;762;40;48;62;grass;;82;7;0
['Leaf Guard', 'Queenly Majesty', 'Sweet Veil'];2;1;1;5;1;1;2;2;1;5;5;2;1;2;1;1;1;5;120;5120;70;510;45;98;1059860;12;72;Tsareena;0;763;50;98;72;grass;;214;7;0
['Flower Veil', 'Triage', 'Natural Cure'];5;5;0;1;1;5;1;1;1;1;1;1;1;2;1;1;2;1;52;5120;70;485;60;90;800000;1;51;Comfey;246;764;82;110;100;fairy;;3;7;0
['Inner Focus', 'Telepathy', 'Symbiosis'];2;2;1;1;1;1;1;1;0;1;1;1;1;1;5;1;1;1;60;5120;70;490;45;80;1250000;15;90;Oranguru;50;765;90;110;60;normal;psychic;760;7;0
['Receiver', 'Defiant'];5;5;1;1;2;1;1;2;1;1;1;1;1;1;2;5;1;1;120;5120;70;490;45;90;1250000;20;100;Passimian;50;766;40;60;80;fighting;;828;7;0
['Wimp Out'];1;1;1;2;1;5;1;2;1;1;5;5;1;1;1;2;5;5;35;5120;70;230;90;40;1000000;5;25;Wimpod;50;767;20;30;80;bug;water;120;7;0
['Emergency Exit'];1;1;1;2;1;5;1;2;1;1;5;5;1;1;1;2;5;5;125;5120;70;530;45;140;1000000;20;75;Golisopod;50;768;60;90;40;bug;water;1080;7;0
['Water Compaction', 'Sand Veil'];5;2;1;0;1;0;1;1;2;2;1;2;0;25;1;5;1;2;55;3840;70;320;140;80;1000000;5;55;Sandygast;50;769;70;45;15;ghost;ground;700;7;0
['Water Compaction', 'Sand Veil'];5;2;1;0;1;0;1;1;2;2;1;2;0;25;1;5;1;2;75;3840;70;480;60;110;1000000;13;85;Palossand;50;770;100;75;35;ghost;ground;2500;7;0
['Innards Out', 'Unaware'];1;1;1;2;1;1;5;1;1;2;1;5;1;1;1;1;5;5;60;3840;70;410;60;130;800000;3;55;Pyukumuku;50;771;30;130;5;water;;12;7;0
['Battle Armor'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;95;30720;0;534;3;95;1250000;19;95;Type: Null;;772;95;95;59;normal;;1205;7;0
['RKS System'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;95;30720;0;570;3;95;1250000;23;95;Silvally;;773;95;95;95;normal;;1005;7;0
['Shields Down'];5;1;1;2;1;1;5;5;1;1;0;2;5;5;1;2;2;2;100;6400;70;500;;60;1059860;3;60;Minior;;774;100;60;120;rock;flying;400;7;0
['Comatose'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;115;5120;70;480;45;65;1250000;4;65;Komala;50;775;75;95;65;normal;;199;7;0
['Shell Armor'];5;1;2;5;1;1;25;1;1;25;2;1;1;1;1;2;5;1;78;5120;70;485;70;135;1000000;20;60;Turtonator;50;776;91;85;36;fire;dragon;2120;7;0
['Iron Barbs', 'Lightningrod', 'Sturdy'];5;1;5;5;5;2;2;25;1;5;4;5;5;0;5;5;25;1;98;2560;70;435;180;63;1000000;3;65;Togedemaru;50;777;40;73;96;electric;steel;33;7;0
['Disguise'];25;1;0;1;1;0;1;1;2;1;1;1;0;1;1;1;2;1;90;5120;70;476;45;80;1000000;2;55;Mimikyu;50;778;50;105;96;ghost;fairy;7;7;0
['Dazzling', 'Strong Jaw', 'Wonder Skin '];2;2;1;2;1;5;5;1;2;2;1;5;1;1;5;1;5;5;105;3840;70;475;80;70;1000000;9;68;Bruxish;50;779;70;70;92;water;psychic;190;7;0
['Berserk', 'Sap Sipper', 'Cloud Nine'];1;1;2;5;2;2;5;1;0;5;1;2;1;1;1;1;1;5;60;5120;70;485;70;85;1000000;30;78;Drampa;50;780;135;91;36;normal;dragon;1850;7;0
['Steelworker'];1;2;1;5;1;0;2;2;2;5;5;2;0;1;1;1;1;5;131;6400;70;517;25;100;1000000;39;70;Dhelmise;;781;86;90;40;ghost;grass;2100;7;0
['Bulletproof', 'Soundproof', 'Overcoat'];1;1;2;5;2;1;5;1;1;5;1;2;1;1;1;1;1;5;55;10240;70;300;45;65;1250000;6;45;Jangmo-o;50;782;45;45;45;dragon;;297;7;0
['Bulletproof', 'Soundproof', 'Overcoat'];5;5;2;5;4;1;5;2;1;5;1;2;1;1;2;5;1;5;75;10240;70;420;45;90;1250000;12;55;Hakamo-o;50;783;65;70;65;dragon;fighting;470;7;0
['Bulletproof', 'Soundproof', 'Overcoat'];5;5;2;5;4;1;5;2;1;5;1;2;1;1;2;5;1;5;110;10240;70;600;45;125;1250000;16;75;Kommo-o;50;784;100;105;85;dragon;fighting;782;7;0
['Electric Surge', 'Telepathy'];5;5;0;5;1;5;1;5;1;1;2;1;1;2;1;1;1;1;115;3840;70;570;3;85;1250000;18;70;Tapu Koko;;785;95;75;130;electric;fairy;205;7;1
['Psychic Surge', 'Telepathy'];1;1;0;1;1;25;1;1;2;1;1;1;1;2;5;1;2;1;85;3840;70;570;3;75;1250000;12;70;Tapu Lele;;786;130;115;95;psychic;fairy;186;7;1
['Grassy Surge', 'Telepathy'];1;5;0;5;1;5;2;2;1;5;5;2;1;4;1;1;2;5;130;3840;70;570;3;115;1250000;19;70;Tapu Bulu;;787;85;95;75;grass;fairy;455;7;1
['Misty Surge', 'Telepathy'];5;5;0;2;1;5;5;1;1;2;1;5;1;2;1;1;1;5;75;3840;70;570;3;115;1250000;13;70;Tapu Fini;;788;95;130;85;water;fairy;212;7;1
['Unaware'];2;2;1;1;1;5;1;1;2;1;1;1;1;1;5;1;1;1;29;30720;0;200;45;31;1250000;2;43;Cosmog;;789;29;31;37;psychic;;1;7;1
