id;name;classification;rank;generation;regional_variant;form_variant;gmax;stage;height;weight;evolves_from;type1;type2;hp;atk;def;spatk;spdef;speed;abilities;desc
291;ninjask;Ninja Pokémon;ordinary;generation-iii;;;;final;8;120;nincada;bug;flying;61;90;45;50;50;160;speed-boost infiltrator;NINJASK moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this POKéMON was long believed to be invisible.
292;shedinja;Shed Pokémon;ordinary;generation-iii;;;;final;8;12;nincada;bug;ghost;1;90;45;30;30;40;wonder-guard;SHEDINJA’s hard body doesn’t move - not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this POKéMON will steal the spirit of anyone peering into its hollow body from its back.
293;whismur;Whisper Pokémon;ordinary;generation-iii;;;;one;6;163;nothing;normal;none;64;51;23;51;23;28;soundproof rattled;Normally, WHISMUR’s voice is very quiet - it is barely audible even if one is paying close attention. However, if this POKéMON senses danger, it starts crying at an earsplitting volume.
294;loudred;Big Voice Pokémon;ordinary;generation-iii;;;;two;10;405;whismur;normal;none;84;71;43;71;43;48;soundproof scrappy;LOUDRED’s bellowing can completely decimate a wood-frame house. It uses its voice to punish its foes. This POKéMON’s round ears serve as loudspeakers.
295;exploud;Loud Noise Pokémon;ordinary;generation-iii;;;;final;15;840;loudred;normal;none;104;91;63;91;73;68;soundproof scrappy;EXPLOUD triggers earthquakes with the tremors it creates by bellowing. If this POKéMON violently inhales from the ports on its body, it’s a sign that it is preparing to let loose a huge bellow.
296;makuhita;Guts Pokémon;ordinary;generation-iii;;;;one;10;864;nothing;fighting;none;72;60;30;20;30;25;thick-fat guts sheer-force;MAKUHITA is tenacious - it will keep getting up and attacking its foe however many times it is knocked down. Every time it gets back up, this POKéMON stores more energy in its body for evolving.
297;hariyama;Arm Thrust Pokémon;ordinary;generation-iii;;;;final;23;2538;makuhita;fighting;none;144;120;60;40;60;50;thick-fat guts sheer-force;It has the habit of challenging others without hesitation to tests of strength. It’s been known to stand on train tracks and stop trains using forearm thrusts.
298;azurill;Polka Dot Pokémon;baby;generation-iii;;;;one;2;20;nothing;normal;fairy;50;20;40;20;40;20;thick-fat huge-power sap-sipper;A Pokémon that lives by water. It moves quickly on land by bouncing on its big tail.
299;nosepass;Compass Pokémon;ordinary;generation-iii;;;;final;10;970;nothing;rock;none;30;45;135;45;90;30;sturdy magnet-pull sand-force;NOSEPASS’s magnetic nose is always pointed to the north. If two of these POKéMON meet, they cannot turn their faces to each other when they are close because their magnetic noses repel one another.
300;skitty;Kitten Pokémon;ordinary;generation-iii;;;;one;6;110;nothing;normal;none;50;45;45;35;35;50;cute-charm normalize wonder-skin;SKITTY has the habit of becoming fascinated by moving objects and chasing them around. This POKéMON is known to chase after its own tail and become dizzy.
301;delcatty;Prim Pokémon;ordinary;generation-iii;;;;final;11;326;skitty;normal;none;70;65;65;55;55;90;cute-charm normalize wonder-skin;DELCATTY prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this POKéMON eats and sleeps whenever it decides, its daily routines are completely random.
302;sableye;Darkness Pokémon;mega-evolution;generation-vi;;;;final;5;110;sableye;dark;ghost;50;85;125;85;115;20;magic-bounce;Sableye digs the ground with sharpened claws to find rocks that it eats. Substances in the eaten rocks crystallize and rise up to the Pokémon's body surface.
302;sableye;Darkness Pokémon;ordinary;generation-iii;;;;final;5;110;nothing;dark;ghost;50;75;75;65;65;50;keen-eye stall prankster;SABLEYE lead quiet lives deep inside caverns. They are feared, however, because these POKéMON are thought to steal the spirits of people when their eyes burn with a sinister glow in the darkness.
303;mawile;Deceiver Pokémon;mega-evolution;generation-vi;;;;final;6;115;mawile;steel;fairy;50;105;125;55;95;50;huge-power;Don't be taken in by this Pokémon's cute face-it's very dangerous. Mawile fools the foe into letting down its guard, then chomps down with its massive jaws. The steel jaws are really horns that have been transformed.
303;mawile;Deceiver Pokémon;ordinary;generation-iii;;;;final;6;115;nothing;steel;fairy;50;85;85;55;55;50;hyper-cutter intimidate sheer-force;MAWHILE’s huge jaws are actually steel horns that have been transformed. Its docile-looking face serves to lull its foe into letting down its guard. When the foe least expects it, MAWHILE chomps it with its gaping jaws.
304;aron;Iron Armor Pokémon;ordinary;generation-iii;;;;one;4;600;nothing;steel;rock;50;70;100;40;40;30;sturdy rock-head heavy-metal;This POKéMON has a body of steel. To make its body, ARON feeds on iron ore that it digs from mountains. Occasionally, it causes major trouble by eating bridges and rails.
305;lairon;Iron Armor Pokémon;ordinary;generation-iii;;;;two;9;1200;aron;steel;rock;60;90;140;50;50;40;sturdy rock-head heavy-metal;LAIRON tempers its steel body by drinking highly nutritious mineral springwater until it is bloated. This POKéMON makes its nest close to springs of delicious water.
306;aggron;Iron Armor Pokémon;ordinary;generation-iii;;;;final;21;3600;lairon;steel;rock;70;110;180;60;60;50;sturdy rock-head heavy-metal;AGGRON claims an entire mountain as its own territory. It mercilessly beats up anything that violates its environment. This POKéMON vigilantly patrols its territory at all times.
306;aggron;Iron Armor Pokémon;mega-evolution;generation-vi;;;;final;21;3600;aggron;steel;none;70;140;230;60;80;50;filter;Aggron is protective of its environment. If its mountain is ravaged by a landslide or a fire, this Pokémon will haul topsoil to the area, plant trees, and beautifully restore its own territory.
307;meditite;Meditate Pokémon;ordinary;generation-iii;;;;one;6;112;nothing;fighting;psychic;30;40;55;40;55;60;pure-power telepathy;MEDITITE undertakes rigorous mental training deep in the mountains. However, whenever it meditates, this POKéMON always loses its concentration and focus. As a result, its training never ends.
308;medicham;Meditate Pokémon;ordinary;generation-iii;;;;final;13;315;meditite;fighting;psychic;60;60;75;60;75;80;pure-power telepathy;It is said that through meditation, MEDICHAM heightens energy inside its body and sharpens its sixth sense. This POKéMON hides its presence by merging itself with fields and mountains.
308;medicham;Meditate Pokémon;mega-evolution;generation-vi;;;;final;13;315;medicham;fighting;psychic;60;100;85;80;85;100;pure-power;Through the power of meditation, Medicham developed its sixth sense. It gained the ability to use psychokinetic powers. This Pokémon is known to meditate for a whole month without eating.
309;electrike;Lightning Pokémon;ordinary;generation-iii;;;;one;6;152;nothing;electric;none;40;45;40;65;40;65;static lightning-rod minus;ELECTRIKE stores electricity in its long body hair. This POKéMON stimulates its leg muscles with electric charges. These jolts of power give its legs explosive acceleration performance.
310;manectric;Discharge Pokémon;ordinary;generation-iii;;;;final;15;402;electrike;electric;none;70;75;60;105;60;105;static lightning-rod minus;Manectric discharges strong electricity from its mane. The mane is used for collecting electricity in the atmosphere. This Pokémon creates thunderclouds above its head.
310;manectric;Discharge Pokémon;mega-evolution;generation-vi;;;;final;15;402;manectric;electric;none;70;75;80;135;80;135;intimidate;MANECTRIC is constantly discharging electricity from its mane. The sparks sometimes ignite forest fires. When it enters a battle, this POKéMON creates thunderclouds.
311;plusle;Cheering Pokémon;ordinary;generation-iii;;;;final;4;42;nothing;electric;none;60;50;40;85;75;95;plus lightning-rod;PLUSLE always acts as a cheerleader for its partners. Whenever a teammate puts out a good effort in battle, this POKéMON shorts out its body to create the crackling noises of sparks to show its joy.
312;minun;Cheering Pokémon;ordinary;generation-iii;;;;final;4;42;nothing;electric;none;60;40;50;75;85;95;minus volt-absorb;MINUN is more concerned about cheering on its partners than its own safety. It shorts out the electricity in its body to create brilliant showers of sparks to cheer on its teammates.
313;volbeat;Firefly Pokémon;ordinary;generation-iii;;;;final;7;177;nothing;bug;none;65;73;75;47;85;85;illuminate swarm prankster;With the arrival of night, VOLBEAT emits light from its tail. It communicates with others by adjusting the intensity and flashing of its light. This POKéMON is attracted by the sweet aroma of ILLUMISE.
314;illumise;Firefly Pokémon;ordinary;generation-iii;;;;final;6;177;nothing;bug;none;65;47;75;73;85;85;oblivious tinted-lens prankster;With its sweet aroma, it guides Volbeat to draw signs with light in the night sky.
315;roselia;Thorn Pokémon;ordinary;generation-iii;;;;two;3;20;budew;grass;poison;50;60;45;100;80;65;natural-cure poison-point leaf-guard;ROSELIA shoots sharp thorns as projectiles at any opponent that tries to steal the flowers on its arms. The aroma of this POKéMON brings serenity to living things.
316;gulpin;Stomach Pokémon;ordinary;generation-iii;;;;one;4;103;nothing;poison;none;70;43;53;43;53;40;liquid-ooze sticky-hold gluttony;Virtually all of GULPIN’s body is its stomach. As a result, it can swallow something its own size. This POKéMON’s stomach contains a special fluid that digests anything.
317;swalot;Poison Bag Pokémon;ordinary;generation-iii;;;;final;17;800;gulpin;poison;none;100;73;83;73;83;55;liquid-ooze sticky-hold gluttony;When SWALOT spots prey, it spurts out a hideously toxic fluid from its pores and sprays the target. Once the prey has weakened, this POKéMON gulps it down whole with its cavernous mouth.
318;carvanha;Savage Pokémon;ordinary;generation-iii;;;;one;8;208;nothing;water;dark;45;90;20;65;20;65;rough-skin speed-boost;CARVANHA’s strongly developed jaws and its sharply pointed fangs pack the destructive power to rip out boat hulls. Many boats have been attacked and sunk by this POKéMON.
319;sharpedo;Brutal Pokémon;ordinary;generation-iii;;;;final;18;888;carvanha;water;dark;70;120;40;95;40;95;rough-skin speed-boost;Nicknamed “the bully of the sea,” SHARPEDO is widely feared. Its cruel fangs grow back immediately if they snap off. Just one of these POKéMON can thoroughly tear apart a supertanker.
319;sharpedo;Brutal Pokémon;mega-evolution;generation-vi;;;;final;18;888;sharpedo;water;dark;70;140;70;110;65;105;rough-skin speed-boost;Sharpedo can swim at speeds of up to 75 mph by jetting seawater out of its backside. This Pokémon's drawback is its inability to swim long distances.
320;wailmer;Ball Whale Pokémon;ordinary;generation-iii;;;;one;20;1300;nothing;water;none;130;70;35;70;35;60;water-veil oblivious pressure;WAILMER’s nostrils are located above its eyes. This playful POKéMON loves to startle people by forcefully snorting out seawater it stores inside its body out of its nostrils.
321;wailord;Float Whale Pokémon;ordinary;generation-iii;;;;final;145;3980;wailmer;water;none;170;90;45;90;45;60;water-veil oblivious pressure;WAILORD is the largest of all identified POKéMON up to now. This giant POKéMON swims languorously in the vast open sea, eating massive amounts of food at once with its enormous mouth.
322;numel;Numb Pokémon;ordinary;generation-iii;;;;one;7;240;nothing;fire;ground;60;60;40;65;45;35;oblivious simple own-tempo;NUMEL is extremely dull witted - it doesn’t notice being hit. However, it can’t stand hunger for even a second. This POKéMON’s body is a seething cauldron of boiling magma.
323;camerupt;Eruption Pokémon;ordinary;generation-iii;;;;final;19;2200;numel;fire;ground;70;100;70;105;75;40;magma-armor solid-rock anger-point;CAMERUPT has a volcano inside its body. Magma of 18,000 degrees F courses through its body. Occasionally, the humps on this POKéMON’s back erupt, spewing the superheated magma.
323;camerupt;Eruption Pokémon;mega-evolution;generation-vi;;;;final;19;2200;camerupt;fire;ground;70;120;100;145;105;20;sheer-force;The humps on Camerupt's back are formed by a transformation of its bones. They sometimes blast out molten magma. This Pokémon apparently erupts often when it is enraged.
324;torkoal;Coal Pokémon;ordinary;generation-iii;;;;final;5;804;nothing;fire;none;70;85;140;85;70;20;white-smoke drought shell-armor;You can tell how it’s feeling by the smoke spouting from its shell. Tremendous velocity is a sign of good health.
